LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Mean intensity ch3,Median intensity ch3,Min intensity ch3,Max intensity ch3,Sum intensity ch3,Std intensity ch3,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Contrast ch3,Signal/Noise ratio ch3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID159351,159351,11,1990.502197265625,5.240365111950397,372.8881876470878,0.0,15.252435564994812,37,7.5,1,,53.19047619047619,32.0,29.0,216.0,1117.0,54.87405493274489,466.3809523809524,0.0,0.0,4095.0,9794.0,1255.8489350312193,2092.9523809523807,2311.0,1216.0,2427.0,43952.0,460.48935668378647,0.14066887924431964,0.23907560021082233,0.4001179392791409,0.2122544490615007,-0.02163109713681521,-0.20097667341130493
ID152820,152820,11,1953.63427734375,5.012128185925763,372.8699383901845,0.0,2.061139941215515,5,7.5,1,,39.76190476190476,34.0,29.0,68.0,835.0,13.22839658426055,458.85714285714283,0.0,0.0,4095.0,9636.0,1244.3900628707338,2090.809523809524,2315.0,1205.0,2437.0,43907.0,471.96584823985086,0.04571070757670631,0.2627824509227767,0.404459991254919,0.2123817299505131,-0.02168548526356247,-0.19639233757305946
ID153076,153076,11,1801.2392578125,3.7809898266605235,372.9218615468085,0.0,2.885595917701721,7,7.5,1,,46.80952380952381,32.0,29.0,160.0,983.0,38.805436536159526,410.76190476190476,0.0,0.0,4095.0,8626.0,1227.010265024784,2081.3809523809523,2317.0,1147.0,2432.0,43709.0,492.01163362165295,0.09055609485508252,0.2003278462430326,0.4470422948688377,0.2068422948706893,-0.022208302806937138,-0.1921654135526488
ID159800,159800,11,1929.4461669921875,4.5318602111066015,372.88629193543017,0.0,15.664663553237915,38,7.5,1,,43.476190476190474,34.0,29.0,118.0,913.0,26.085664736822494,446.3333333333333,0.0,0.0,4095.0,9373.0,1235.312200754665,2081.8571428571427,2317.0,1161.0,2431.0,43719.0,489.18874534419587,0.07617504051863859,0.2359442232681098,0.417306165652289,0.21276672664024993,-0.022348195791998288,-0.19456410707405666
ID158911,158911,11,1974.87548828125,5.07873272681206,372.88174989211956,0.0,13.191295623779297,32,7.5,1,,57.57142857142857,35.0,29.0,181.0,1209.0,46.94525687284225,467.0952380952381,0.0,0.0,4095.0,9809.0,1248.7689499968321,2098.5714285714284,2317.0,1230.0,2430.0,44070.0,454.78737575141326,0.14245216158752655,0.30582733621058183,0.3881969997169543,0.20919650127332032,-0.02087880959125523,-0.19679526031725358
ID157312,157312,12,3917.260498046875,105.99970055238683,646.3714360239585,0.0,10.305699706077576,25,7.5,1,,54.57142857142857,35.0,30.0,157.0,1146.0,33.78693745898173,832.6190476190476,0.0,0.0,4095.0,17485.0,1360.6056547064059,2306.714285714286,2416.0,1468.0,2460.0,48441.0,262.5500224447034,0.2036234738085861,0.5464918427928505,0.9706682069849679,0.6028390280747293,-0.025491305495831944,-0.45964030132196276
ID155335,155335,12,4090.03515625,105.45787361375798,646.1030715617418,0.0,5.358963847160339,13,7.5,1,,60.0,33.0,28.0,336.0,1260.0,70.96759824032372,811.4285714285714,0.0,0.0,4095.0,17040.0,1409.951863413378,2302.8571428571427,2420.0,1454.0,2463.0,48360.0,265.5517436798873,0.2298682284040996,0.31603960095450345,0.9864480874316939,0.5715747310634113,-0.026165754200490846,-0.4660108733805793
ID158277,158277,12,3950.4716796875,105.8162439073454,646.5587239852218,0.0,12.36683964729309,30,7.5,1,,62.142857142857146,35.0,29.0,215.0,1305.0,51.201841484741266,826.5714285714286,0.0,0.0,4095.0,17358.0,1360.9819459283276,2300.5714285714284,2427.0,1446.0,2463.0,48312.0,268.9000876587011,0.23316796598157333,0.4589678675327189,0.984820548003945,0.6026898464406201,-0.026978036917313743,-0.4744194383950805
ID159685,159685,12,4176.52685546875,105.41860147619349,646.0642707663447,0.0,16.076891541481018,39,7.5,1,,56.57142857142857,34.0,29.0,179.0,1188.0,41.362508904286045,927.7619047619048,35.0,0.0,4095.0,19483.0,1430.194528893252,2303.0,2413.0,1454.0,2465.0,48363.0,269.47077763646286,0.20962199312714774,0.4740317591109937,0.9832801028133709,0.6432275173800077,-0.026524358025995984,-0.46572767964216627
ID154058,154058,12,4152.6181640625,105.81998124626955,645.6382192059785,0.0,4.534507870674133,11,7.5,1,,70.47619047619048,59.0,29.0,240.0,1480.0,55.998766993228564,928.9047619047619,40.0,0.0,4095.0,19507.0,1485.7439182026594,2306.809523809524,2424.0,1452.0,2464.0,48443.0,270.1315640660342,0.18899377385017077,0.4000938432710692,0.9684405706429193,0.6151880506215414,-0.02583077773867581,-0.45286574990336514
ID159242,159242,12,3966.47705078125,105.668962632743,645.726089249522,0.0,13.6035236120224,33,7.5,1,,68.28571428571429,43.0,30.0,282.0,1434.0,63.08101367063061,818.1904761904761,0.0,0.0,4095.0,17182.0,1394.9423865897695,2305.4761904761904,2418.0,1447.0,2458.0,48415.0,266.13786259148077,0.2716993681410044,0.46255711078017214,0.950781981777412,0.5717423362533217,-0.025663988408188784,-0.4563513803325666
ID153615,153615,12,4047.107177734375,105.97622896870632,646.5992105958339,0.0,2.473367929458618,6,7.5,1,,57.095238095238095,35.0,30.0,202.0,1199.0,44.01579802969016,916.8571428571429,63.0,0.0,4095.0,19254.0,1412.1597390420916,2300.5238095238096,2427.0,1464.0,2501.0,48311.0,270.29846818796784,0.22754031226004606,0.48088794510527844,0.9662237199862138,0.6381056745523631,-0.02667227428295119,-0.4664596665255743
ID154962,154962,12,4095.619873046875,105.66924710368373,645.5522074791239,0.0,5.771191835403442,14,7.5,1,,63.476190476190474,35.0,30.0,212.0,1333.0,48.077665342255386,838.0952380952381,0.0,0.0,4095.0,17600.0,1464.3058732642544,2298.904761904762,2427.0,1444.0,2456.0,48277.0,273.2613958761656,0.26846675389556324,0.5588675620534439,1.0,0.5723498439755231,-0.02802308286628196,-0.48510153944172973
ID158800,158800,12,4031.685302734375,105.82668131802856,646.3643453447668,0.0,11.130155682563782,27,7.5,1,,56.38095238095238,35.0,31.0,332.0,1184.0,65.45798361580975,929.4761904761905,144.0,0.0,4095.0,19519.0,1375.5800456188515,2303.095238095238,2426.0,1453.0,2463.0,48365.0,266.1208193212069,0.22298256939961267,0.3140873377675839,0.9208069376960453,0.6478392622392583,-0.026635941918150118,-0.47364809476059905
ID152721,152721,12,3968.517333984375,106.3766005556195,646.2873193719308,0.0,0.0,0,7.5,1,,61.285714285714285,38.0,29.0,260.0,1287.0,54.68833774868538,912.4285714285714,52.0,0.0,4095.0,19161.0,1448.7730868368783,2305.5238095238096,2422.0,1471.0,2478.0,48416.0,264.5062606154377,0.20126006300315016,0.3755044517916058,0.9424444022049039,0.611132871798402,-0.026682012132299357,-0.4778894896878838
ID155995,155995,12,3832.936279296875,105.87510273018768,645.9587566557805,0.0,6.595647811889648,16,7.5,1,,54.095238095238095,33.0,28.0,227.0,1136.0,48.92229017728499,767.8095238095239,1.0,0.0,4095.0,16124.0,1350.6832944494286,2301.1428571428573,2422.0,1461.0,2454.0,48324.0,267.8888362202287,0.20754716981132074,0.3800974571683484,0.9840344535876335,0.5638856684693149,-0.02738278537572077,-0.4836761038631303
ID159448,159448,12,3982.17138671875,105.6519460272225,646.1508388234602,0.0,15.252435564994812,37,7.5,1,,62.57142857142857,45.0,29.0,224.0,1314.0,53.050515010291306,842.6190476190476,0.0,0.0,4095.0,17695.0,1356.5245105117147,2305.0476190476193,2425.0,1439.0,2465.0,48406.0,271.35354727559326,0.26088521050737673,0.4880792794911447,0.9743925911461965,0.6131039061555489,-0.02666046675296269,-0.4653479226330601
ID153305,153305,12,3976.677490234375,105.83244996355153,646.390521117307,0.0,2.885595917701721,7,7.5,1,,51.04761904761905,33.0,29.0,239.0,1072.0,48.009870016983164,843.0,0.0,0.0,4095.0,17703.0,1406.0947336506172,2305.2380952380954,2427.0,1437.0,2465.0,48410.0,273.08751431764597,0.1830597323768796,0.32904940259223264,0.9934127185203951,0.5975516909396661,-0.02642831824592188,-0.4582954377005542
ID160025,160025,12,4160.87060546875,105.8873558868688,646.9571021036244,0.0,15.664663553237915,38,7.5,1,,56.42857142857143,33.0,29.0,182.0,1185.0,47.12491000370338,952.8095238095239,18.0,0.0,4095.0,20009.0,1462.9697747748455,2301.5238095238096,2420.0,1456.0,2452.0,48332.0,267.59402441901034,0.25696101829753387,0.4895803211001459,0.9868924085199343,0.6469879459194444,-0.02634481438766306,-0.4654349786697656
ID156766,156766,12,4245.33544921875,105.26060668479101,646.1085695329318,0.0,8.24455976486206,20,7.5,1,,57.333333333333336,36.0,28.0,250.0,1204.0,48.49776627158547,927.3333333333334,0.0,0.0,4095.0,19474.0,1461.883351479636,2304.190476190476,2430.0,1442.0,2460.0,48388.0,272.24044869335984,0.22998339931043288,0.44209203513436923,0.9847125968202202,0.6294554728043871,-0.026831616709865086,-0.46671802231944726
ID158364,158364,12,3999.59033203125,105.95661253047702,645.553603608349,0.0,11.542383670806885,28,7.5,1,,66.0952380952381,43.0,30.0,382.0,1388.0,76.24690469907927,894.4285714285714,0.0,0.0,4095.0,18783.0,1420.6531797531925,2300.285714285714,2422.0,1458.0,2461.0,48306.0,265.72319109500825,0.24890338544595664,0.34552534557584785,0.9680943025540275,0.6193831006533487,-0.026959247648902836,-0.4796882243850197
ID157533,157533,12,3891.845458984375,106.07876610661123,645.7086773154566,0.0,10.717927694320679,26,7.5,1,,52.666666666666664,45.0,30.0,141.0,1106.0,25.98910027941201,864.9047619047619,0.0,0.0,4095.0,18163.0,1423.4121646509104,2301.285714285714,2417.0,1451.0,2457.0,48327.0,268.2517740588388,0.044874822862541276,0.17406564579664113,0.952197337131034,0.592749037439281,-0.026668580017069152,-0.4701073955599733
ID154273,154273,12,4111.17578125,105.86934924469027,645.8323066270486,0.0,4.946735858917236,12,7.5,1,,72.0,35.0,30.0,580.0,1512.0,118.32413109759142,917.6190476190476,0.0,0.0,4095.0,19270.0,1448.418843987832,2306.4761904761904,2422.0,1478.0,2466.0,48436.0,261.07769323471877,0.3408713002993016,0.3093801958870926,0.944819407824189,0.6155562923212171,-0.02577073349793082,-0.46738504547037496
ID160486,160486,12,4153.1806640625,105.34577057800465,646.1394647790758,0.0,14.427979588508606,35,7.5,1,,67.14285714285714,45.0,30.0,360.0,1410.0,72.06058958562976,889.0952380952381,0.0,0.0,4095.0,18671.0,1474.6602288243182,2296.4761904761904,2413.0,1434.0,2465.0,48226.0,270.4593535168675,0.2681281618887015,0.39401366691730777,0.9973523394354331,0.6021161005844469,-0.027441806530978538,-0.4791671517737164
ID160166,160166,12,4052.93701171875,105.30252205110227,645.8850251976706,0.0,14.840207576751709,36,7.5,1,,82.42857142857143,36.0,29.0,521.0,1731.0,112.74642851486314,839.7142857142857,53.0,0.0,4095.0,17634.0,1395.0920092544843,2306.3333333333335,2422.0,1448.0,2483.0,48433.0,266.01322022285535,0.38079569249177386,0.403243688630831,0.971160295103957,0.5930996421309419,-0.026124898833252006,-0.4651576907885709
ID152935,152935,12,3915.662353515625,106.22425708625973,645.8223085789144,0.0,2.061139941215515,5,7.5,1,,53.76190476190476,37.0,28.0,198.0,1129.0,42.33899474704703,897.5238095238095,124.0,0.0,4095.0,18848.0,1391.0752538611137,2301.095238095238,2421.0,1468.0,2495.0,48323.0,266.0858704933249,0.175888556177581,0.3798704581774482,0.9462529364690089,0.6273838117784749,-0.027708682825244406,-0.49290389475247287
ID153828,153828,12,4087.2626953125,105.54399191022924,645.8009546301203,0.0,3.7100518941879272,9,7.5,1,,56.0,41.0,29.0,186.0,1176.0,39.13310618900575,884.7142857142857,123.0,0.0,4095.0,18579.0,1405.8911459589303,2306.5238095238096,2421.0,1469.0,2463.0,48437.0,264.2691088734397,0.2159751841799147,0.5083383119852097,0.9422164726175076,0.6105685063955392,-0.025922052849615858,-0.4645336917554602
ID157092,157092,12,4414.8115234375,105.34965518128396,645.9555491634603,0.0,9.069015741348267,22,7.5,1,,63.61904761904762,39.0,30.0,364.0,1336.0,71.64808175413783,924.2857142857143,24.0,0.0,4095.0,19410.0,1543.5524656731673,2304.6190476190477,2422.0,1461.0,2455.0,48397.0,268.34259374733557,0.24077083817042022,0.3446076375806148,0.9903864641415113,0.595911994588587,-0.026261386556946625,-0.46324931899022515
ID154981,154981,12,3831.654052734375,106.2936207005069,645.8663592160085,0.0,4.12227988243103,10,7.5,1,,75.19047619047619,34.0,30.0,369.0,1579.0,84.30695051276558,840.4761904761905,10.0,0.0,4095.0,17650.0,1377.1122546491124,2307.8571428571427,2425.0,1469.0,2458.0,48465.0,266.42415162936817,0.33361486486486486,0.44621525734525797,0.9786440962977495,0.6037305666970508,-0.025030552663739648,-0.44477949643562886
ID152490,152490,12,3734.0380859375,106.00838402982218,645.8263743788777,0.0,0.412227988243103,1,7.5,1,,71.0,34.0,29.0,267.0,1491.0,69.2820323027551,799.4285714285714,7.0,0.0,4095.0,16788.0,1300.3045632246535,2307.5714285714284,2425.0,1484.0,2474.0,48459.0,261.34509205810065,0.29511400651465797,0.46703512846946504,0.9581838859242411,0.6016722274026005,-0.025629038703693974,-0.4644925840653247
ID157736,157736,12,4210.97216796875,105.51731963511067,645.6677913172998,0.0,9.893471717834473,24,7.5,1,,79.9047619047619,32.0,28.0,632.0,1678.0,131.28096006729413,880.1428571428571,29.0,0.0,4095.0,18483.0,1479.1642331301243,2301.0476190476193,2420.0,1461.0,2459.0,48322.0,265.07724839949503,0.38735014468788753,0.33987447681808586,0.9886221504942504,0.5916227037245825,-0.027080355165401564,-0.4832373916232416
ID153326,153326,12,4165.98095703125,105.59270750173009,645.4625124487987,0.0,1.648911952972412,4,7.5,1,,64.47619047619048,38.0,26.0,236.0,1354.0,56.96193382217553,920.0952380952381,103.0,0.0,4095.0,19322.0,1466.0026570494988,2299.904761904762,2415.0,1449.0,2458.0,48298.0,269.07580804708266,0.25968135829747646,0.4666859347914963,0.9700997948025134,0.6180963915881617,-0.027556231171334874,-0.48441827246108415
ID157933,157933,12,4055.709228515625,105.80150753322413,646.750566256669,0.0,11.954611659049988,29,7.5,1,,70.38095238095238,33.0,30.0,338.0,1478.0,71.8828743098634,852.2857142857143,5.0,0.0,4095.0,17898.0,1431.1681292866028,2301.5714285714284,2413.0,1460.0,2462.0,48333.0,267.28553485525015,0.27400064648206013,0.4211546882962568,0.960565231679264,0.5835393061464781,-0.026319765509322243,-0.4655267689512509
ID152050,152050,12,4069.3271484375,105.60714898710931,646.3646696207934,0.0,1.236683964729309,3,7.5,1,,67.28571428571429,40.0,27.0,330.0,1413.0,68.6725147763957,860.8095238095239,10.0,0.0,4095.0,18077.0,1391.7656993563112,2309.5714285714284,2419.0,1509.0,2460.0,48501.0,256.60856794514314,0.2657037285858247,0.41137273175425015,0.9850111181266643,0.6138314259394668,-0.025387136882559124,-0.46889092416099987
ID152243,152243,12,3876.184814453125,105.60370903373276,646.1376401046259,0.0,0.824455976486206,2,7.5,1,,72.71428571428571,55.0,30.0,196.0,1527.0,48.069889595403545,761.2380952380952,0.0,0.0,4095.0,15986.0,1331.1271128168753,2304.714285714286,2423.0,1455.0,2469.0,48399.0,270.5731218833723,0.21552238805970142,0.5364213336612264,0.9984998124765596,0.5714455511742795,-0.026483122760701437,-0.46343426970882257
ID156720,156720,12,4306.44091796875,105.67614197509347,646.2535051415584,0.0,7.0078758001327515,17,7.5,1,,57.19047619047619,34.0,26.0,270.0,1201.0,54.65036051813295,990.7142857142857,19.0,0.0,4095.0,20805.0,1508.0019941252447,2298.809523809524,2425.0,1467.0,2464.0,48275.0,267.12761351975934,0.201150143767971,0.3504965332919692,0.9511165816775101,0.6405116577469435,-0.027221182498041605,-0.4816228476328801
ID156208,156208,12,3847.700927734375,105.63626636525126,645.8812345025085,0.0,7.4201037883758545,18,7.5,1,,79.33333333333333,43.0,30.0,418.0,1666.0,94.48139146590367,785.3809523809524,82.0,0.0,4095.0,16493.0,1345.770466171348,2309.8571428571427,2431.0,1459.0,2461.0,48507.0,267.78672217163523,0.3400361954554595,0.426135815076712,0.9532790525536639,0.5696329778109669,-0.025494214079074307,-0.45131865343077365
ID159024,159024,12,4325.12158203125,105.49567933923812,646.1614712858074,0.0,13.191295623779297,32,7.5,1,,62.333333333333336,43.0,30.0,217.0,1309.0,48.831683703650164,924.6666666666666,26.0,0.0,4095.0,19418.0,1524.744186194305,2299.8571428571427,2417.0,1447.0,2452.0,48297.0,263.78310895777344,0.29029078363725974,0.574373376470787,0.9795096590040268,0.6001631266286549,-0.026861205769681235,-0.48132075710204136
ID154486,154486,12,4205.6240234375,105.80231349387975,646.1164666518389,0.0,3.297823905944824,8,7.5,1,,63.523809523809526,35.0,29.0,190.0,1334.0,51.428220898276315,952.0,77.0,0.0,4095.0,19992.0,1467.0209609954454,2300.3809523809523,2423.0,1447.0,2468.0,48308.0,271.730100686412,0.2496487119437939,0.4935218822979555,0.9559729967713531,0.634327288643504,-0.02751153128986883,-0.47898544024375866
ID160181,160181,12,3860.14111328125,105.84958164808293,646.5396552449298,0.0,14.015751600265503,34,7.5,1,,73.95238095238095,34.0,30.0,529.0,1553.0,109.614541093085,809.4761904761905,50.0,0.0,4095.0,16999.0,1333.8238871398135,2305.0476190476193,2417.0,1432.0,2479.0,48406.0,270.0080510263493,0.3036726128016789,0.31430484139074105,0.9472493484922249,0.5904434810628542,-0.02628601314552097,-0.4609210002417143
ID155067,155067,12,3863.9287109375,105.94487890627562,646.2754102325654,0.0,6.183419823646545,15,7.5,1,,54.333333333333336,34.0,30.0,179.0,1141.0,44.71390536883726,810.9047619047619,0.0,0.0,4095.0,17029.0,1351.4933186946173,2304.0,2425.0,1492.0,2476.0,48384.0,263.0874379365157,0.1828430737333161,0.3756687971909052,0.9507696713682252,0.5848645089521777,-0.026204564666103127,-0.471326190914223
ID155771,155771,12,4050.83935546875,105.78473244654467,646.4600253783294,0.0,7.8323317766189575,19,7.5,1,,63.095238095238095,47.0,28.0,259.0,1325.0,49.95288256137454,896.047619047619,5.0,0.0,4095.0,18817.0,1395.0858208795069,2302.095238095238,2421.0,1467.0,2453.0,48344.0,261.4513156903029,0.1886073110562907,0.40085393468950065,0.9326742842470152,0.6199140729479385,-0.026191351465678334,-0.47363821064116524
ID158587,158587,12,3958.466064453125,105.92151364942809,645.8768892825788,0.0,12.779067635536194,31,7.5,1,,65.0952380952381,41.0,31.0,242.0,1367.0,55.54809156209127,876.8095238095239,0.0,0.0,4095.0,18413.0,1389.047249702026,2296.6190476190477,2426.0,1440.0,2452.0,48229.0,274.12925349011476,0.2528353763317677,0.4729921188100738,0.9597679740301208,0.6182723618608028,-0.027425437092903692,-0.4724917456811311
ID156665,156665,12,4206.5625,105.38066249306314,646.253424338335,0.0,9.48124372959137,23,7.5,1,,56.714285714285715,34.0,29.0,210.0,1191.0,50.01813956670406,882.9047619047619,0.0,0.0,4095.0,18541.0,1437.1854057414412,2305.095238095238,2425.0,1449.0,2458.0,48407.0,268.4250183499863,0.16850625459896987,0.327024215591406,1.0,0.6143290617742344,-0.025893598289523374,-0.456543208233427
ID155580,155580,12,4129.412109375,105.21468923479749,646.2998466007034,0.0,8.656787753105164,21,7.5,1,,57.57142857142857,34.0,28.0,227.0,1209.0,48.29862464767649,877.2857142857143,0.0,0.0,4095.0,18423.0,1424.083394428049,2304.714285714286,2422.0,1436.0,2458.0,48399.0,270.36644445218104,0.19851301115241635,0.3948648374679141,0.9772205900108665,0.6089380543453736,-0.026240738784687134,-0.4594293717401577
ID157507,157507,13,2016.7391357421875,741.0339185124482,591.1787125206018,0.0,10.717927694320679,26,7.5,1,,36.095238095238095,31.0,27.0,66.0,758.0,10.899104375611612,271.6666666666667,0.0,0.0,3402.0,5705.0,758.1590422420176,2450.714285714286,2479.0,2343.0,2515.0,51465.0,60.31926960527859,0.004306061609804581,0.028399013245199885,0.9587982832618025,0.3507870593561876,-9.827115559599372E-4,-0.07993181288465924
ID156676,156676,13,1317.924072265625,741.3612683812424,590.9548435249924,0.0,7.0078758001327515,17,7.5,1,,43.904761904761905,35.0,30.0,82.0,922.0,15.439898840033772,187.71428571428572,0.0,0.0,2226.0,3942.0,501.90687810161984,2448.809523809524,2475.0,2343.0,2504.0,51425.0,55.835131456475544,0.09257887720337726,0.4818992836393425,0.886575735821967,0.35151654445518554,-7.092680936233662E-4,-0.06225812289705306
ID154245,154245,13,2167.96044921875,740.8623708884526,591.1901036651544,0.0,4.946735858917236,12,7.5,1,,42.80952380952381,33.0,29.0,108.0,899.0,20.240106342653064,248.71428571428572,0.0,0.0,3951.0,5223.0,869.6930575126572,2450.0476190476193,2473.0,2336.0,2518.0,51451.0,59.832663479470966,0.10493163312336762,0.40172478559648606,0.9874429223744291,0.2841725077692256,-9.587308830275066E-4,-0.0785922049750327
ID159429,159429,13,1320.2738037109375,741.5817717372032,591.1434627516318,0.0,15.252435564994812,37,7.5,1,,40.666666666666664,34.0,30.0,62.0,854.0,11.137025335938379,175.71428571428572,0.0,0.0,2195.0,3690.0,506.64939976843385,2449.5714285714284,2474.0,2327.0,2502.0,51441.0,57.73523311511907,-0.017402560046023294,-0.12934119722506843,0.9707590626877628,0.3416704785128773,-0.0013686264232258948,-0.11629442460027957
ID155976,155976,13,1757.99267578125,741.5672988274066,591.1891311036562,0.0,6.595647811889648,16,7.5,1,,43.523809523809526,35.0,29.0,89.0,914.0,17.186096263023337,243.1904761904762,0.0,0.0,3005.0,5107.0,687.942121042724,2453.2380952380954,2477.0,2335.0,2527.0,51518.0,60.241102879931375,0.08245743893412286,0.3858323774910521,0.883546171223088,0.3316481938319817,-0.0012891469336718745,-0.10513309070646026
ID157064,157064,13,1781.001953125,740.9934425513137,591.0511709970453,0.0,9.069015741348267,22,7.5,1,,53.80952380952381,34.0,27.0,139.0,1130.0,31.78933633723587,229.38095238095238,0.0,0.0,3155.0,4817.0,702.7080813673966,2449.714285714286,2473.0,2343.0,2511.0,51444.0,56.15615981986558,0.14808229616459231,0.43665436213253606,0.897483874144468,0.30878838737112435,-8.88526357187556E-4,-0.07758975811592617
ID157704,157704,13,1586.1905517578125,742.3848519960545,591.3037067537553,0.0,9.893471717834473,24,7.5,1,,39.57142857142857,33.0,29.0,108.0,831.0,17.319270852352382,239.61904761904762,0.0,0.0,2400.0,5032.0,637.11344956691,2449.904761904762,2473.0,2333.0,2508.0,51448.0,60.927747998678534,-0.029347349978099034,-0.13816154059003802,0.8008410127941309,0.3345072180848157,-0.0011333548517052589,-0.09124781388021158
ID160008,160008,13,1777.76220703125,740.9640779757763,590.9777526548288,0.0,15.664663553237915,38,7.5,1,,37.714285714285715,33.0,28.0,66.0,792.0,9.59240771205466,249.1904761904762,0.0,0.0,2925.0,5233.0,656.9039974796636,2450.714285714286,2470.0,2350.0,2527.0,51465.0,56.49791399436165,-0.010772833723653369,-0.08563320034825983,0.9837937733971474,0.3762418296326676,-8.954376360445879E-4,-0.07775255460396784
ID160457,160457,13,2213.13720703125,741.0912939078146,591.1238517987094,0.0,14.427979588508606,35,7.5,1,,40.666666666666664,34.0,28.0,81.0,854.0,16.865151447091524,303.95238095238096,0.0,0.0,3762.0,6383.0,834.754064152459,2451.8571428571427,2472.0,2339.0,2514.0,51489.0,58.84410396487121,0.07947543055774997,0.35505730600052865,0.9545280563423411,0.3556508019908607,-4.586254340562144E-4,-0.038236626074605644
ID153806,153806,13,1243.0582275390625,741.3248162495197,590.701525418661,0.0,3.7100518941879272,9,7.5,1,,46.61904761904762,37.0,28.0,105.0,979.0,19.933580186399507,182.71428571428572,0.0,0.0,1983.0,3837.0,475.4087865045347,2452.0,2479.0,2341.0,2507.0,51492.0,55.82114294781145,0.08266519214818913,0.35713843436438375,0.9179006560449858,0.3678788909829897,-0.0010330728825643223,-0.09085139256589289
ID152463,152463,13,1372.4715576171875,741.1908437928266,591.0335854759558,0.0,0.412227988243103,1,7.5,1,,54.476190476190474,34.0,29.0,201.0,1144.0,41.52543684010927,198.61904761904762,0.0,0.0,2077.0,4171.0,494.9960076799081,2450.7619047619046,2471.0,2329.0,2517.0,51466.0,59.126055814593926,0.16024340770791073,0.3623711197924016,0.9044575081330973,0.3811238049959315,-7.329563381307142E-4,-0.060806323806071816
ID152908,152908,13,1333.1456298828125,741.7719974899187,591.2541483838661,0.0,2.061139941215515,5,7.5,1,,35.142857142857146,33.0,29.0,50.0,738.0,6.101522058353263,196.33333333333334,0.0,0.0,2088.0,4123.0,509.76154556158247,2453.714285714286,2474.0,2335.0,2525.0,51528.0,59.17781920377165,-0.03054187192118218,-0.3629071063103426,0.8738779684126803,0.3592249144986274,-7.562976322066571E-4,-0.06276482919210129
ID156627,156627,13,1612.07275390625,740.986041660083,591.3330390887812,0.0,9.48124372959137,23,7.5,1,,36.61904761904762,32.0,29.0,73.0,769.0,11.723805655486577,191.66666666666666,0.0,0.0,2858.0,4025.0,627.8650598124834,2448.0476190476193,2474.0,2327.0,2499.0,51409.0,59.2101986067233,-0.007581868043232788,-0.0477254422297559,1.0,0.30526729218521786,-0.0014397921649083206,-0.11922817311276154
ID156181,156181,13,1597.150146484375,741.3557160813647,590.6645599211062,0.0,7.4201037883758545,18,7.5,1,,42.42857142857143,34.0,30.0,126.0,891.0,21.537342985083903,241.0952380952381,0.0,0.0,2225.0,5063.0,581.9595264932008,2451.8571428571427,2473.0,2341.0,2518.0,51489.0,58.920527589530046,0.031697785497177645,0.1210522049515805,1.0,0.41428179644732543,-7.641420867628758E-4,-0.06364505128203164
ID157909,157909,13,1857.7982177734375,741.208805838693,589.6466335454871,0.0,11.954611659049988,29,7.5,1,,41.904761904761905,33.0,29.0,92.0,880.0,17.893866999351374,288.04761904761904,0.0,0.0,2527.0,6049.0,756.2477422240992,2454.1428571428573,2476.0,2348.0,2522.0,51537.0,58.78289352718673,0.026388686397434035,0.1204190186973007,0.9898844524857107,0.3789542994078916,-4.4365894991011106E-4,-0.037061316615241605
