LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Mean intensity ch3,Median intensity ch3,Min intensity ch3,Max intensity ch3,Sum intensity ch3,Std intensity ch3,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Contrast ch3,Signal/Noise ratio ch3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID160219,160219,3,4076.3896484375,51.23027839319378,703.9565231678584,0.0,14.840207576751709,36,7.5,1,,178.85714285714286,45.0,27.0,826.0,3756.0,262.33933858921836,917.4285714285714,0.0,0.0,4095.0,19266.0,1658.8921173912597,1879.142857142857,1899.0,458.0,2540.0,39462.0,675.7718761323443,0.6097717775634844,0.5165066006824521,0.9688062847288752,0.5442746081419256,-0.11254290461050627,-0.7052781562691184
ID155033,155033,3,4289.5947265625,50.94087027042558,704.1169835133037,0.0,4.12227988243103,10,7.5,1,,179.9047619047619,37.0,30.0,948.0,3778.0,281.8721172379249,977.5714285714286,0.0,0.0,4095.0,20529.0,1772.0071831521614,1874.8095238095239,1878.0,455.0,2531.0,39371.0,676.35431683753,0.6520360754304455,0.5038167881005208,0.9874387366128153,0.5481878777798634,-0.11333815651312248,-0.7086487172709995
ID153378,153378,3,4098.88525390625,50.53322167721121,704.4848272893784,0.0,1.648911952972412,4,7.5,1,,180.23809523809524,39.0,29.0,904.0,3785.0,274.6761556382179,860.3809523809524,0.0,0.0,4095.0,18068.0,1579.725624157261,1891.904761904762,1945.0,468.0,2526.0,39730.0,685.3825869368075,0.6653833461665383,0.5243404153125927,1.0,0.5446394862651806,-0.11094949720982919,-0.6889617418831768
ID155362,155362,3,4107.029296875,50.98837985919755,704.3254038323389,0.0,5.358963847160339,13,7.5,1,,221.57142857142858,36.0,29.0,1208.0,4653.0,349.58311907593185,960.4285714285714,4.0,0.0,4095.0,20169.0,1698.0048754767627,1879.6666666666667,1907.0,464.0,2538.0,39473.0,674.610875492927,0.6957769577695778,0.5201092920391723,0.9652866591149926,0.5556310817125196,-0.1121357899383412,-0.7038096127648288
ID153635,153635,3,4182.82373046875,51.141239408112725,704.1027374446481,0.0,2.473367929458618,6,7.5,1,,215.71428571428572,35.0,32.0,1149.0,4530.0,342.27827025055836,965.8571428571429,0.0,0.0,4095.0,20283.0,1711.8875922710076,1869.7142857142858,1848.0,458.0,2527.0,39264.0,663.3500691834699,0.7052512704686619,0.5212968129643643,0.9811728508113255,0.5588442697685727,-0.11215880472479664,-0.7121320688551885
ID154086,154086,3,4116.01220703125,50.72737797580082,704.4786467240642,0.0,4.534507870674133,11,7.5,1,,175.23809523809524,35.0,30.0,917.0,3680.0,262.9233547560781,908.0952380952381,0.0,0.0,4095.0,19070.0,1656.8606128688648,1884.8095238095239,1906.0,459.0,2541.0,39581.0,668.9830056920445,0.6329247323756171,0.5166723900250924,0.9912289861125614,0.5456676506599981,-0.11090645154950059,-0.7028970638645063
ID159718,159718,3,3929.35107421875,50.88045731228466,704.6424763725537,0.0,16.076891541481018,39,7.5,1,,183.23809523809524,34.0,28.0,986.0,3848.0,276.98644457119286,865.6666666666666,0.0,0.0,4095.0,18179.0,1565.6468098946625,1898.857142857143,1972.0,457.0,2530.0,39876.0,673.0630197622124,0.6740442655935612,0.5327319321996535,0.983470172663048,0.5483052598626238,-0.10951068979089383,-0.6938959660132781
ID152740,152740,3,4011.416748046875,51.12872065333807,704.3557544919997,0.0,0.0,0,7.5,1,,217.0952380952381,40.0,29.0,967.0,4559.0,329.0663922010124,903.0952380952381,0.0,0.0,4095.0,18965.0,1640.8007162590434,1880.142857142857,1909.0,469.0,2542.0,39483.0,678.4754443393132,0.6996924224065616,0.5431672740645963,0.9918080134432601,0.5481353972294107,-0.11239999662791579,-0.7018361171379831
ID159268,159268,3,4291.744140625,50.9117408131204,704.0251970109532,0.0,13.6035236120224,33,7.5,1,,180.33333333333334,37.0,30.0,973.0,3787.0,275.38179557358785,985.8571428571429,0.0,0.0,4095.0,20703.0,1780.7877831374033,1896.6666666666667,1932.0,459.0,2543.0,39830.0,666.1777790750253,0.6855457883609659,0.5326803679413057,0.984471603163192,0.54927536363685,-0.1093121935675032,-0.6988339054088876
ID160106,160106,3,4221.3037109375,51.0990361810662,704.0587035123658,0.0,15.664663553237915,38,7.5,1,,196.28571428571428,34.0,28.0,895.0,4122.0,294.32399542972075,990.0952380952381,0.0,0.0,4095.0,20792.0,1753.738318699854,1891.4285714285713,1950.0,450.0,2532.0,39720.0,684.8911279487106,0.6822773186409551,0.5409490499808848,0.9575619917383579,0.5523235376980606,-0.11105889066997895,-0.6900471090531267
ID156715,156715,3,4278.87158203125,50.699771879315925,704.1546695895405,0.0,9.48124372959137,23,7.5,1,,186.8095238095238,35.0,29.0,1006.0,3923.0,304.11751331477427,956.952380952381,0.0,0.0,4095.0,20096.0,1734.5685767991558,1880.4761904761904,1870.0,458.0,2511.0,39490.0,666.8064651042024,0.6619360305020122,0.48931586408014505,0.9877594925753287,0.5482974478671455,-0.11129364836011853,-0.7063340262672674
ID155118,155118,3,3875.26611328125,50.83391009031791,704.6970594063002,0.0,6.183419823646545,15,7.5,1,,195.04761904761904,38.0,29.0,1052.0,4096.0,303.9809987796073,871.3809523809524,0.0,0.0,4095.0,18299.0,1619.179560030032,1876.857142857143,1887.0,479.0,2523.0,39414.0,672.323752794313,0.6746563090918383,0.5169887675074798,0.9818858728761931,0.5332433091303674,-0.11222231607399269,-0.705761172393333
ID159471,159471,3,4208.36328125,50.7616388974999,704.3778156136324,0.0,15.252435564994812,37,7.5,1,,185.95238095238096,37.0,29.0,877.0,3905.0,270.7263334421822,942.1428571428571,0.0,0.0,4095.0,19785.0,1694.0304981231682,1891.3809523809523,1915.0,463.0,2527.0,39719.0,670.6581451224221,0.6632946438079013,0.5478208267508548,0.994933262751919,0.5547420787531024,-0.10979374800387744,-0.6956563823771283
ID157548,157548,3,4042.614501953125,50.57854636643613,704.5589895615209,0.0,10.717927694320679,26,7.5,1,,167.85714285714286,36.0,28.0,906.0,3525.0,256.82158899015593,849.7619047619048,0.0,0.0,4095.0,17845.0,1560.393408880014,1893.6666666666667,1933.0,473.0,2544.0,39767.0,670.8946514418886,0.6364902506963789,0.5084129768250653,0.9968109211961842,0.5437120902181405,-0.10912975662756536,-0.6915250780333004
ID158829,158829,3,4080.94189453125,51.06347372873865,704.2243940353244,0.0,11.130155682563782,27,7.5,1,,159.04761904761904,34.0,28.0,738.0,3340.0,227.86607386587326,930.1428571428571,0.0,0.0,4095.0,19533.0,1667.7748734680677,1892.142857142857,1944.0,448.0,2530.0,39735.0,674.2147495949852,0.6035527816119547,0.5254235018182821,0.9892304754630512,0.5546954553484916,-0.11011077424393853,-0.6945116526763732
ID160301,160301,3,4040.625,51.129405495921276,704.3230797842525,0.0,14.015751600265503,34,7.5,1,,168.0,34.0,28.0,929.0,3528.0,260.2466138108237,938.7619047619048,14.0,0.0,4095.0,19714.0,1673.9497275832962,1872.904761904762,1867.0,464.0,2526.0,39331.0,666.4628200253863,0.6381682047710255,0.5029570038440718,0.9668516555465486,0.551354954681308,-0.1118888816756941,-0.7080915131150012
ID155633,155633,3,4169.154296875,50.993542294125476,704.2581572295453,0.0,8.656787753105164,21,7.5,1,,183.61904761904762,34.0,28.0,900.0,3856.0,278.63874034140986,966.1428571428571,32.0,0.0,4095.0,20289.0,1718.8792943576432,1897.4285714285713,1934.0,462.0,2531.0,39846.0,667.8629778201941,0.6651192918061104,0.5264539884537937,0.9866343541161783,0.5582956640951814,-0.10908389650025992,-0.6957158467735142
ID152954,152954,3,4174.63037109375,50.983321476915165,704.2666835045081,0.0,2.061139941215515,5,7.5,1,,194.85714285714286,34.0,28.0,1034.0,4092.0,314.0779020743557,943.8571428571429,0.0,0.0,4095.0,19821.0,1733.1813605538882,1879.4761904761904,1884.0,462.0,2531.0,39469.0,663.6849116145115,0.6981014628073452,0.510110022564899,0.9919351799510081,0.5423758503756922,-0.11148880609614721,-0.7106786042781479
ID155000,155000,3,4079.036865234375,51.08279644783671,704.371492111767,0.0,5.771191835403442,14,7.5,1,,211.85714285714286,42.0,29.0,1100.0,4449.0,317.6684255185406,918.5238095238095,0.0,0.0,4095.0,19289.0,1695.3807719520596,1885.0,1916.0,462.0,2543.0,39585.0,668.9376652573841,0.6802152669593541,0.5399835189969255,0.9914052317103074,0.539441958372868,-0.11105871256779061,-0.7041014797974868
ID156024,156024,3,4042.84716796875,51.220575869204055,704.2636310881842,0.0,6.595647811889648,16,7.5,1,,195.66666666666666,37.0,27.0,993.0,4109.0,310.1800015045028,952.9047619047619,0.0,0.0,4095.0,20011.0,1659.951924146055,1887.4285714285713,1919.0,457.0,2533.0,39636.0,672.5853530540619,0.6709195343872313,0.5065798943155636,0.9650897306851938,0.5638574086762745,-0.11107373237008317,-0.7012917680808582
ID158392,158392,3,4257.966796875,50.82648203968467,704.2339209530061,0.0,11.542383670806885,28,7.5,1,,197.47619047619048,35.0,29.0,1263.0,4147.0,336.76083784306326,958.1428571428571,0.0,0.0,4095.0,20121.0,1733.47905339852,1883.6666666666667,1901.0,464.0,2528.0,39557.0,660.541469805896,0.6805632946659238,0.47493787346203065,0.9987334699199105,0.5523780125340693,-0.10960048845133356,-0.7020394807497238
ID156793,156793,3,4297.8681640625,50.94303225079103,704.0514757498337,0.0,7.0078758001327515,17,7.5,1,,196.76190476190476,43.0,30.0,1122.0,4132.0,313.82955640951104,982.8571428571429,0.0,0.0,4095.0,20640.0,1782.8543206250554,1893.857142857143,1951.0,461.0,2532.0,39771.0,664.2639750667115,0.6808705379843384,0.5079341911848393,0.9948533942227537,0.5498606460609385,-0.10954384020553634,-0.7014745691537602
ID156798,156798,3,3985.4287109375,50.84361634408476,704.5856996295997,0.0,8.24455976486206,20,7.5,1,,201.42857142857142,34.0,30.0,1063.0,4230.0,318.62714439114745,864.8571428571429,0.0,0.0,4095.0,18162.0,1582.4758856208293,1885.1904761904761,1901.0,460.0,2525.0,39589.0,666.8519790064073,0.7008443908323282,0.5209851166861603,0.9971135210919138,0.5457316289646567,-0.11037204533644195,-0.7014657289025082
ID157758,157758,3,4303.80126953125,50.863263444434374,704.0120439745667,0.0,9.893471717834473,24,7.5,1,,191.9047619047619,41.0,28.0,936.0,4030.0,291.59645141220506,991.1428571428571,0.0,0.0,4095.0,20814.0,1779.4063416126821,1892.7619047619048,1931.0,460.0,2542.0,39748.0,677.3602368579,0.6907021867953222,0.5377212866900345,0.9987756130937375,0.556666395483332,-0.11089736778825991,-0.6970687692813599
ID154300,154300,3,4073.8232421875,51.050235501673804,704.361238195298,0.0,4.946735858917236,12,7.5,1,,208.52380952380952,35.0,30.0,964.0,4379.0,315.10912697788035,943.047619047619,0.0,0.0,4095.0,19804.0,1694.4002324182582,1890.857142857143,1939.0,470.0,2514.0,39708.0,664.0579256144968,0.6993451370361388,0.5446714731084267,0.9678060413354531,0.5474615913473667,-0.10955632547344347,-0.7006703727768249
ID152509,152509,3,4306.63818359375,50.82969801897637,704.0022962364092,0.0,0.412227988243103,1,7.5,1,,177.76190476190476,40.0,28.0,813.0,3733.0,258.83564375137837,996.3333333333334,0.0,0.0,4095.0,20923.0,1777.5456768627166,1892.7619047619048,1944.0,459.0,2545.0,39748.0,677.2294223349945,0.6323585679147309,0.5320990126401671,0.9994982858098503,0.5603700350988297,-0.11060641234697043,-0.695146716899342
ID156803,156803,4,2594.67626953125,293.09637727838464,708.9152662909536,0.0,8.24455976486206,20,7.5,1,,76.42857142857143,33.0,28.0,482.0,1605.0,116.83773852166577,396.04761904761904,0.0,0.0,3768.0,8317.0,1069.1882657507272,2068.904761904762,2501.0,752.0,2517.0,43447.0,739.6351739041287,0.3873581847649919,0.3652807044074834,0.9673565937315199,0.3642727880133636,-0.04038343139068421,-0.23542816583723356
ID157123,157123,4,2195.795654296875,293.41319773542205,707.5655448503564,0.0,9.069015741348267,22,7.5,1,,72.9047619047619,32.0,30.0,403.0,1531.0,102.07835459190393,330.95238095238096,0.0,0.0,3486.0,6950.0,873.657282702461,2056.904761904762,2440.0,754.0,2526.0,43195.0,726.6286468865582,0.3228210389890917,0.34858842969786197,0.9276105949244209,0.3645866815629674,-0.04137596227200223,-0.24436075369492635
ID160518,160518,4,2534.645263671875,293.39792345387093,707.3806051208602,0.0,14.427979588508606,35,7.5,1,,61.523809523809526,32.0,30.0,318.0,1292.0,71.0750441769958,372.3333333333333,0.0,0.0,4095.0,7819.0,994.8052238168702,2068.5714285714284,2434.0,814.0,2526.0,43440.0,704.3148139453389,0.2266793258960361,0.3199167232519944,0.9533460325391124,0.3653383270305188,-0.04026512013256014,-0.24644012185281053
ID153348,153348,4,2208.369384765625,293.2669343011234,708.1270563952389,0.0,2.885595917701721,7,7.5,1,,80.71428571428571,33.0,29.0,722.0,1695.0,152.75638869034017,368.42857142857144,0.0,0.0,3142.0,7737.0,883.4345234044553,2053.6666666666665,2434.0,754.0,2530.0,43127.0,730.2557999313208,0.4059097978227061,0.3051076505325249,0.9988374346056965,0.41679861490505654,-0.04271246635775928,-0.25095576752576354
ID153860,153860,4,2537.792236328125,293.6883872838291,707.7654444280136,0.0,3.7100518941879272,9,7.5,1,,81.28571428571429,35.0,29.0,565.0,1707.0,118.78726482967053,416.57142857142856,0.0,0.0,3563.0,8748.0,978.0407747854161,2057.5714285714284,2439.0,763.0,2526.0,43209.0,723.5338673088199,0.37067148449262277,0.3701094202086921,0.9752751905165113,0.4205930401494716,-0.042194513715710716,-0.250555948348355
ID156234,156234,4,2301.69580078125,293.7335621785146,707.9014610685934,0.0,7.4201037883758545,18,7.5,1,,69.38095238095238,34.0,28.0,409.0,1457.0,92.13602780154795,385.76190476190476,0.0,0.0,3241.0,8101.0,887.2665836580292,2061.714285714286,2441.0,774.0,2534.0,43296.0,720.7882589815918,0.2711014176663032,0.32121243775543873,0.9623921271763815,0.42644347774161057,-0.04181916262085565,-0.24967704935782242
ID159051,159051,4,2387.333251953125,293.37036115952037,707.7034751183966,0.0,13.191295623779297,32,7.5,1,,85.04761904761905,34.0,28.0,497.0,1786.0,129.24065776313435,385.8095238095238,0.0,0.0,3394.0,8102.0,909.5991765084013,2047.6666666666667,2426.0,740.0,2523.0,43001.0,738.2903448734336,0.40188383045525905,0.377295392996785,0.957950700821653,0.415044141720727,-0.04308786140673935,-0.24977268521149973
ID154510,154510,4,2457.66455078125,293.3656443990771,707.3761334118849,0.0,3.297823905944824,8,7.5,1,,74.14285714285714,34.0,29.0,336.0,1557.0,83.08266107575378,341.5238095238095,0.0,0.0,3991.0,7172.0,972.3606645194785,2067.4285714285716,2445.0,795.0,2519.0,43416.0,707.903988647371,0.35024390243902437,0.46296405551110636,0.9840243438569798,0.34840344934276507,-0.04066819130953563,-0.24761227100957825
ID158606,158606,4,2590.174560546875,293.265978186968,707.4618934747349,0.0,12.779067635536194,31,7.5,1,,81.71428571428571,49.0,26.0,465.0,1716.0,100.24227793558109,390.8095238095238,0.0,0.0,4095.0,8207.0,1006.0263723704076,2061.9523809523807,2431.0,769.0,2530.0,43301.0,718.6654629374141,0.27607361963190186,0.3527168734120796,0.9979915401235506,0.38807796434477526,-0.04107715773418189,-0.24580944961890583
ID154316,154316,4,1838.56494140625,293.7765662605231,708.7593849374063,0.0,4.946735858917236,12,7.5,1,,63.904761904761905,33.0,28.0,339.0,1342.0,80.05054950586208,313.76190476190476,0.0,0.0,2698.0,6589.0,739.1512635964241,2074.4761904761904,2491.0,769.0,2518.0,43564.0,725.4166815732609,0.31746226530862687,0.3847271410093662,0.9916121963199457,0.42270167363343425,-0.040033494378122904,-0.2385164470557267
ID157964,157964,4,2738.680419921875,293.45837671570825,707.8093239192085,0.0,11.954611659049988,29,7.5,1,,79.38095238095238,33.0,30.0,455.0,1667.0,105.24090278521759,423.57142857142856,0.0,0.0,4095.0,8895.0,1088.0358712574034,2047.904761904762,2438.0,736.0,2525.0,43006.0,741.0313019543713,0.37173421106768156,0.4088126230883375,0.9837751944467675,0.38611515847509725,-0.04322942882647884,-0.2497323977023022
ID152077,152077,4,2566.134765625,293.5867426913201,707.2832370575301,0.0,1.236683964729309,3,7.5,1,,68.80952380952381,33.0,31.0,458.0,1445.0,96.6010450500506,378.14285714285717,0.0,0.0,4095.0,7941.0,996.5597967866396,2062.2380952380954,2441.0,776.0,2526.0,43307.0,716.7913158487555,0.35410565772519625,0.3725435394560091,0.9592894152479646,0.371563969848757,-0.040769032701055655,-0.24455879301501887
ID155798,155798,4,2677.9208984375,293.3406899369083,707.7487943463278,0.0,7.8323317766189575,19,7.5,1,,81.14285714285714,33.0,28.0,443.0,1704.0,119.94844130470631,385.04761904761904,0.0,0.0,4075.0,8086.0,1088.405874487568,2048.5714285714284,2428.0,732.0,2527.0,43020.0,740.1752881195489,0.41249611439229095,0.39511023759337194,1.0,0.35377208821929884,-0.04268369007385158,-0.2468044723469157
ID152276,152276,4,2558.757568359375,293.2604755048266,707.6524542844526,0.0,0.824455976486206,2,7.5,1,,77.14285714285714,33.0,28.0,552.0,1620.0,120.66121403097424,410.85714285714283,0.0,0.0,4061.0,8628.0,1021.7050594821524,2047.4761904761904,2439.0,733.0,2519.0,42997.0,738.8655912307473,0.34203168685927304,0.32588291844415385,0.9434073823802686,0.390418793996219,-0.042319085907744455,-0.24490568122270273
ID155034,155034,4,2153.97900390625,293.6497058470071,707.8609818556932,0.0,4.12227988243103,10,7.5,1,,76.04761904761905,34.0,30.0,469.0,1597.0,106.83888626828539,320.76190476190476,0.0,0.0,3222.0,6736.0,885.4929082020875,2063.4761904761904,2430.0,793.0,2536.0,43333.0,708.422304776439,0.36393722643322307,0.3798554510520043,0.9551556490820696,0.35393254875536123,-0.0410984670365842,-0.24968292385538549
ID160223,160223,4,2590.453125,293.3295448163861,709.3344659403285,0.0,14.840207576751709,36,7.5,1,,72.23809523809524,32.0,28.0,391.0,1517.0,97.09783970918446,417.5238095238095,0.0,0.0,3823.0,8768.0,971.8285146592283,2057.1428571428573,2491.0,715.0,2521.0,43200.0,755.560605491994,0.32866214144952927,0.3680627225603948,0.9986323227718259,0.4293330448164508,-0.04160531110390092,-0.2363902267520156
ID157340,157340,4,2290.913818359375,292.7182375253019,708.9380307873604,0.0,10.305699706077576,25,7.5,1,,85.28571428571429,34.0,29.0,433.0,1791.0,108.98538565199595,384.1904761904762,0.0,0.0,3211.0,8068.0,904.2493914317897,2056.5238095238096,2486.0,725.0,2524.0,43187.0,754.6231257420899,0.4092652699911479,0.4545170344571524,0.9920372827999137,0.42317392251585134,-0.04144448082034429,-0.23565847277533836
ID158301,158301,4,2047.1197509765625,293.13797449282924,707.6065891800323,0.0,12.36683964729309,30,7.5,1,,73.61904761904762,32.0,26.0,542.0,1546.0,113.6795831231256,292.1904761904762,0.0,0.0,3447.0,6136.0,844.5257615400266,2056.3809523809523,2434.0,761.0,2517.0,43184.0,722.9646240439761,0.347570276748747,0.3340634213538478,0.9775208476010153,0.3420488287915378,-0.04184601730641227,-0.24844790691739566
ID155363,155363,4,2729.2265625,293.3303967381101,707.6426109394721,0.0,5.358963847160339,13,7.5,1,,83.38095238095238,33.0,29.0,414.0,1751.0,107.50463998845639,401.95238095238096,0.0,0.0,4091.0,8441.0,1067.8923389644895,2058.714285714286,2425.0,781.0,2536.0,43233.0,717.3483214490115,0.398981324278438,0.44239508001357564,1.0,0.37639785050068336,-0.041989014550319524,-0.2515713500935724
ID153638,153638,4,2585.766845703125,293.35395624045634,707.6416113589836,0.0,2.473367929458618,6,7.5,1,,70.95238095238095,33.0,29.0,340.0,1490.0,91.30414896951626,380.0,0.0,0.0,4095.0,7980.0,1033.3803268884114,2059.1428571428573,2438.0,757.0,2526.0,43242.0,729.5705781974958,0.31190843055249834,0.3695132764378471,0.9841491841491842,0.36478755779041633,-0.0412717416608467,-0.24300008742639115
ID154087,154087,4,2335.87890625,293.44615633016514,707.4989126739096,0.0,4.534507870674133,11,7.5,1,,74.52380952380952,36.0,29.0,386.0,1565.0,90.15853761437074,348.2857142857143,0.0,0.0,3820.0,7314.0,921.3767493733029,2075.0476190476193,2440.0,829.0,2532.0,43576.0,692.678675591394,0.35556517973148544,0.43362768662528234,0.9494252873563219,0.368199002450137,-0.04017356875982583,-0.2507690608550601
ID159271,159271,4,2530.0068359375,293.29157621635784,707.362857781466,0.0,13.6035236120224,33,7.5,1,,95.14285714285714,35.0,29.0,579.0,1998.0,150.24789040591742,355.7142857142857,0.0,0.0,4095.0,7470.0,996.4110167424457,2068.285714285714,2437.0,796.0,2519.0,43434.0,706.4282088688943,0.4439024390243902,0.3893565483146112,0.9761904761904763,0.3526943856737881,-0.040222741510465926,-0.24539951927275938
ID152741,152741,4,2137.049072265625,293.6389394351846,708.3704772922476,0.0,0.0,0,7.5,1,,79.19047619047619,33.0,30.0,549.0,1663.0,121.4963452321176,356.76190476190476,0.0,0.0,2924.0,7492.0,875.4003601074143,2049.714285714286,2434.0,747.0,2523.0,43044.0,731.1473957320194,0.3498376623376623,0.33785064866929093,0.989048551422029,0.4052975475176687,-0.04353840128657013,-0.2552250667190204
ID153381,153381,4,1970.3663330078125,293.6244968155367,708.0462110173132,0.0,1.648911952972412,4,7.5,1,,69.76190476190476,33.0,29.0,368.0,1465.0,89.23222778901396,320.6666666666667,0.0,0.0,2786.0,6734.0,792.9838796175703,2056.1428571428573,2437.0,749.0,2530.0,43179.0,727.6023148474918,0.3254919701425017,0.38396334610086913,0.9562075601873705,0.3953271980626896,-0.041513014958670075,-0.24478638841944117
ID159720,159720,4,2027.26220703125,292.8130062159931,708.413967302153,0.0,16.076891541481018,39,7.5,1,,61.714285714285715,34.0,30.0,295.0,1296.0,63.01995148930445,339.6190476190476,0.0,0.0,2989.0,7132.0,845.3281892963511,2062.5238095238096,2437.0,789.0,2527.0,43313.0,711.4676815602813,0.20041681139284478,0.3269939498547574,0.9970598529926497,0.40116850699292234,-0.0419650411134643,-0.2539686353626262
ID155119,155119,4,1850.28955078125,293.3208774548195,708.462315183809,0.0,6.183419823646545,15,7.5,1,,68.76190476190476,35.0,29.0,307.0,1444.0,80.01681370931034,316.7142857142857,0.0,0.0,2575.0,6651.0,757.9579238227636,2065.6666666666665,2443.0,792.0,2525.0,43379.0,707.9431709772567,0.29987622369753575,0.3964940492562875,0.9722006004670298,0.41196218178598354,-0.04081548041868557,-0.2483216538482111
ID158831,158831,4,2691.47705078125,293.1617690682541,707.9588708411814,0.0,11.130155682563782,27,7.5,1,,79.76190476190476,38.0,28.0,517.0,1675.0,108.11517227563611,416.2857142857143,0.0,0.0,4095.0,8742.0,1087.3870581746476,2051.2380952380954,2428.0,752.0,2527.0,43076.0,731.1012176683818,0.3221509620128268,0.35951519847697455,0.9868746271200887,0.3803022218968652,-0.04271300946708737,-0.250372471860178
ID160303,160303,4,2461.3095703125,293.16452737748796,708.2671680709842,0.0,14.015751600265503,34,7.5,1,,88.52380952380952,36.0,28.0,538.0,1859.0,125.30667142958472,442.5238095238095,0.0,0.0,3191.0,9293.0,969.9385351169227,2051.095238095238,2434.0,746.0,2536.0,43073.0,734.5036354410987,0.3654058024237972,0.3781199503617634,0.9752902728697824,0.45053173929770496,-0.04214906587129284,-0.24576039661600857
ID156717,156717,4,2462.364990234375,293.47064090718897,708.1458575885806,0.0,9.48124372959137,23,7.5,1,,74.61904761904762,33.0,29.0,439.0,1567.0,101.0101362193301,394.04761904761904,0.0,0.0,3665.0,8275.0,1000.2771354075066,2052.809523809524,2430.0,759.0,2516.0,43109.0,730.4943270859549,0.3473774720550301,0.3809141529385183,1.0,0.393938444756199,-0.04244248357665244,-0.24911376273395458
ID157549,157549,4,2617.326904296875,293.2561642721667,708.0980648447797,0.0,10.717927694320679,26,7.5,1,,79.80952380952381,33.0,28.0,421.0,1676.0,103.53241958324892,417.8095238095238,0.0,0.0,4029.0,8774.0,1083.172729487205,2060.6190476190477,2436.0,782.0,2525.0,43273.0,714.3358787146616,0.3660723382577687,0.41314411172836274,0.9619308494284038,0.37824288758298225,-0.041543347111899845,-0.25006577116407963
ID160109,160109,4,2476.32421875,293.2122355355678,707.9290971327026,0.0,15.664663553237915,38,7.5,1,,71.0,34.0,29.0,353.0,1491.0,81.45857843100382,399.1904761904762,0.0,0.0,3844.0,8383.0,1001.7050273931752,2061.3809523809523,2430.0,764.0,2524.0,43289.0,718.0741936729434,0.3382699427802087,0.44062709949276535,0.9752591894439209,0.39351951463826895,-0.04088092989506274,-0.2447187101619018
ID155635,155635,4,2671.06689453125,293.12631221418496,708.980893885868,0.0,8.656787753105164,21,7.5,1,,77.19047619047619,34.0,29.0,430.0,1621.0,98.48736926510884,428.7142857142857,0.0,0.0,3874.0,9003.0,1079.4980381111002,2071.5238095238096,2489.0,752.0,2526.0,43502.0,742.0172248032804,0.3274644282935818,0.38668241031822476,0.9706147911023556,0.3912201909235558,-0.039465658335978336,-0.22941002551702194
ID159472,159472,4,2522.39990234375,293.27656576127725,708.2104507430794,0.0,15.252435564994812,37,7.5,1,,81.23809523809524,34.0,30.0,512.0,1706.0,121.46724034154425,390.14285714285717,0.0,0.0,3750.0,8193.0,1052.5574229330334,2049.2380952380954,2434.0,741.0,2531.0,43034.0,740.0838401669033,0.3990773962070733,0.3815451636583126,0.9818577648766329,0.36726873056884357,-0.042449392825156994,-0.2454998560021273
ID152955,152955,4,2671.45068359375,293.2178783365395,707.9492987330623,0.0,2.061139941215515,5,7.5,1,,79.33333333333333,47.0,30.0,487.0,1666.0,102.53649756712647,424.2857142857143,0.0,0.0,4095.0,8910.0,1082.5634920344,2064.9523809523807,2441.0,769.0,2531.0,43364.0,719.7248416020165,0.3015625,0.35852506799189465,0.9576501606657328,0.3834483112644558,-0.041337935341599664,-0.2474325228749122
